serial,serial_norm,color,last_seen,stockout_date,reorder_date,last_ship_date,cycle_id,points_used,slope_pct_per_day,level_now_pct,days_left_est,offset_days,should_order_now,slope_7d,slope_14d,slope_30d,var_14d,cycle_age_days,points_in_cycle,days_since_reset,pct,mean_ship_interval,n_ships_180d,err_days
35N00735,35N00735,cyan,2024-03-30,2024-03-30,2024-03-29,2025-02-17,2,30,-1.7989,7.0,0.0,1,True,-0.8571428571428571,-1.0,-1.3045977011494254,1.8461538461541878,40,39,40.0,37,70.0,3.0,-46.0
35N00735,35N00735,cyan,2024-03-30,2024-03-30,2024-03-29,2025-02-17,2,30,-1.7989,7.0,0.0,1,True,-0.8571428571428571,-1.0,-1.3045977011494254,1.8461538461541878,40,39,40.0,37,70.0,3.0,111.0
35N00735,35N00735,cyan,2024-03-30,2024-03-30,2024-03-29,2025-02-17,2,30,-1.7989,7.0,0.0,1,True,-0.8571428571428571,-1.0,-1.3045977011494254,1.8461538461541878,40,39,40.0,37,70.0,3.0,27.0
35N00735,35N00735,cyan,2024-06-12,2024-06-12,2024-06-11,2025-02-17,3,31,-0.9069,1.0,0.0,1,True,-0.8571428571428571,-1.0,-1.3045977011494254,1.8461538461541878,40,39,40.0,37,70.0,3.0,28.0
35N00735,35N00735,cyan,2024-06-12,2024-06-12,2024-06-11,2025-02-17,3,31,-0.9069,1.0,0.0,1,True,-0.8571428571428571,-1.0,-1.3045977011494254,1.8461538461541878,40,39,40.0,37,70.0,3.0,-46.0
35N00735,35N00735,cyan,2024-06-12,2024-06-12,2024-06-11,2025-02-17,3,31,-0.9069,1.0,0.0,1,True,-0.8571428571428571,-1.0,-1.3045977011494254,1.8461538461541878,40,39,40.0,37,70.0,3.0,111.0
35N00735,35N00735,cyan,2024-06-12,2024-06-12,2024-06-11,2025-02-17,3,31,-0.9069,1.0,0.0,1,True,-0.8571428571428571,-1.0,-1.3045977011494254,1.8461538461541878,40,39,40.0,37,70.0,3.0,27.0
35N00735,35N00735,cyan,2024-10-28,,,2025-02-17,4,31,,1.0,,1,False,-0.8571428571428571,-1.0,-1.3045977011494254,1.8461538461541878,40,39,40.0,37,70.0,3.0,28.0
35N00735,35N00735,cyan,2024-10-28,,,2025-02-17,4,31,,1.0,,1,False,-0.8571428571428571,-1.0,-1.3045977011494254,1.8461538461541878,40,39,40.0,37,70.0,3.0,-46.0
35N00735,35N00735,cyan,2024-10-28,,,2025-02-17,4,31,,1.0,,1,False,-0.8571428571428571,-1.0,-1.3045977011494254,1.8461538461541878,40,39,40.0,37,70.0,3.0,111.0
35N00735,35N00735,cyan,2024-10-28,,,2025-02-17,4,31,,1.0,,1,False,-0.8571428571428571,-1.0,-1.3045977011494254,1.8461538461541878,40,39,40.0,37,70.0,3.0,27.0
35N00735,35N00735,cyan,2025-01-22,2025-01-22,2025-01-21,2025-02-17,5,31,-1.7359,1.0,0.0,1,True,-0.8571428571428571,-1.0,-1.3045977011494254,1.8461538461541878,40,39,40.0,37,70.0,3.0,28.0
35N00735,35N00735,cyan,2025-01-22,2025-01-22,2025-01-21,2025-02-17,5,31,-1.7359,1.0,0.0,1,True,-0.8571428571428571,-1.0,-1.3045977011494254,1.8461538461541878,40,39,40.0,37,70.0,3.0,-46.0
35N00735,35N00735,cyan,2025-01-22,2025-01-22,2025-01-21,2025-02-17,5,31,-1.7359,1.0,0.0,1,True,-0.8571428571428571,-1.0,-1.3045977011494254,1.8461538461541878,40,39,40.0,37,70.0,3.0,111.0
35N00735,35N00735,cyan,2025-01-22,2025-01-22,2025-01-21,2025-02-17,5,31,-1.7359,1.0,0.0,1,True,-0.8571428571428571,-1.0,-1.3045977011494254,1.8461538461541878,40,39,40.0,37,70.0,3.0,27.0
35N00735,35N00735,cyan,2025-08-25,2025-08-25,2025-08-24,2025-02-17,6,31,-0.1556,1.0,0.0,1,True,-0.8571428571428571,-1.0,-1.3045977011494254,1.8461538461541878,40,39,40.0,37,70.0,3.0,28.0
35N00735,35N00735,cyan,2025-08-25,2025-08-25,2025-08-24,2025-02-17,6,31,-0.1556,1.0,0.0,1,True,-0.8571428571428571,-1.0,-1.3045977011494254,1.8461538461541878,40,39,40.0,37,70.0,3.0,-46.0
35N00735,35N00735,cyan,2025-08-25,2025-08-25,2025-08-24,2025-02-17,6,31,-0.1556,1.0,0.0,1,True,-0.8571428571428571,-1.0,-1.3045977011494254,1.8461538461541878,40,39,40.0,37,70.0,3.0,111.0
35N00735,35N00735,cyan,2025-08-25,2025-08-25,2025-08-24,2025-02-17,6,31,-0.1556,1.0,0.0,1,True,-0.8571428571428571,-1.0,-1.3045977011494254,1.8461538461541878,40,39,40.0,37,70.0,3.0,27.0
35N00735,35N00735,cyan,2025-10-05,2025-11-07,2025-11-06,2025-02-17,7,29,-0.8178,37.0,33.0,1,False,-0.8571428571428571,-1.0,-1.3045977011494254,1.8461538461541878,40,39,40.0,37,70.0,3.0,28.0
35N00735,35N00735,cyan,2025-10-05,2025-11-07,2025-11-06,2025-02-17,7,29,-0.8178,37.0,33.0,1,False,-0.8571428571428571,-1.0,-1.3045977011494254,1.8461538461541878,40,39,40.0,37,70.0,3.0,-46.0
35N00735,35N00735,cyan,2025-10-05,2025-11-07,2025-11-06,2025-02-17,7,29,-0.8178,37.0,33.0,1,False,-0.8571428571428571,-1.0,-1.3045977011494254,1.8461538461541878,40,39,40.0,37,70.0,3.0,111.0
35N00735,35N00735,cyan,2025-10-05,2025-11-07,2025-11-06,2025-02-17,7,29,-0.8178,37.0,33.0,1,False,-0.8571428571428571,-1.0,-1.3045977011494254,1.8461538461541878,40,39,40.0,37,70.0,3.0,27.0
35N00735,35N00735,magenta,2023-09-08,,,2025-02-17,0,2,,0.0,,-8,False,-1.0,-0.9285714285714286,2.1839080459770117,1.9175824175824019,16,17,16.0,80,140.0,2.0,17.0
35N00735,35N00735,magenta,2023-09-08,,,2025-02-17,0,2,,0.0,,-8,False,-1.0,-0.9285714285714286,2.1839080459770117,1.9175824175824019,16,17,16.0,80,140.0,2.0,170.0
35N00735,35N00735,magenta,2023-09-08,,,2025-02-17,0,2,,0.0,,-8,False,-1.0,-0.9285714285714286,2.1839080459770117,1.9175824175824019,16,17,16.0,80,140.0,2.0,83.0
35N00735,35N00735,magenta,2024-01-18,2024-01-18,2024-01-26,2025-02-17,1,44,-0.1679,1.0,0.0,-8,True,-1.0,-0.9285714285714286,2.1839080459770117,1.9175824175824019,16,17,16.0,80,140.0,2.0,17.0
35N00735,35N00735,magenta,2024-01-18,2024-01-18,2024-01-26,2025-02-17,1,44,-0.1679,1.0,0.0,-8,True,-1.0,-0.9285714285714286,2.1839080459770117,1.9175824175824019,16,17,16.0,80,140.0,2.0,170.0
35N00735,35N00735,magenta,2024-01-18,2024-01-18,2024-01-26,2025-02-17,1,44,-0.1679,1.0,0.0,-8,True,-1.0,-0.9285714285714286,2.1839080459770117,1.9175824175824019,16,17,16.0,80,140.0,2.0,83.0
35N00735,35N00735,magenta,2024-03-30,2024-04-05,2024-04-13,2025-02-17,2,30,-1.7367,21.0,6.3,-8,False,-1.0,-0.9285714285714286,2.1839080459770117,1.9175824175824019,16,17,16.0,80,140.0,2.0,17.0
35N00735,35N00735,magenta,2024-03-30,2024-04-05,2024-04-13,2025-02-17,2,30,-1.7367,21.0,6.3,-8,False,-1.0,-0.9285714285714286,2.1839080459770117,1.9175824175824019,16,17,16.0,80,140.0,2.0,170.0
35N00735,35N00735,magenta,2024-03-30,2024-04-05,2024-04-13,2025-02-17,2,30,-1.7367,21.0,6.3,-8,False,-1.0,-0.9285714285714286,2.1839080459770117,1.9175824175824019,16,17,16.0,80,140.0,2.0,83.0
35N00735,35N00735,magenta,2024-07-01,2024-07-01,2024-07-09,2025-02-17,3,31,-1.3657,1.0,0.0,-8,True,-1.0,-0.9285714285714286,2.1839080459770117,1.9175824175824019,16,17,16.0,80,140.0,2.0,17.0
35N00735,35N00735,magenta,2024-07-01,2024-07-01,2024-07-09,2025-02-17,3,31,-1.3657,1.0,0.0,-8,True,-1.0,-0.9285714285714286,2.1839080459770117,1.9175824175824019,16,17,16.0,80,140.0,2.0,170.0
35N00735,35N00735,magenta,2024-07-01,2024-07-01,2024-07-09,2025-02-17,3,31,-1.3657,1.0,0.0,-8,True,-1.0,-0.9285714285714286,2.1839080459770117,1.9175824175824019,16,17,16.0,80,140.0,2.0,83.0
35N00735,35N00735,magenta,2025-01-08,,,2025-02-17,4,27,,1.0,,-8,False,-1.0,-0.9285714285714286,2.1839080459770117,1.9175824175824019,16,17,16.0,80,140.0,2.0,17.0
35N00735,35N00735,magenta,2025-01-08,,,2025-02-17,4,27,,1.0,,-8,False,-1.0,-0.9285714285714286,2.1839080459770117,1.9175824175824019,16,17,16.0,80,140.0,2.0,170.0
35N00735,35N00735,magenta,2025-01-08,,,2025-02-17,4,27,,1.0,,-8,False,-1.0,-0.9285714285714286,2.1839080459770117,1.9175824175824019,16,17,16.0,80,140.0,2.0,83.0
35N00735,35N00735,magenta,2025-03-19,,,2025-02-17,5,31,,11.0,,-8,False,-1.0,-0.9285714285714286,2.1839080459770117,1.9175824175824019,16,17,16.0,80,140.0,2.0,17.0
35N00735,35N00735,magenta,2025-03-19,,,2025-02-17,5,31,,11.0,,-8,False,-1.0,-0.9285714285714286,2.1839080459770117,1.9175824175824019,16,17,16.0,80,140.0,2.0,170.0
35N00735,35N00735,magenta,2025-03-19,,,2025-02-17,5,31,,11.0,,-8,False,-1.0,-0.9285714285714286,2.1839080459770117,1.9175824175824019,16,17,16.0,80,140.0,2.0,83.0
35N00735,35N00735,magenta,2025-09-18,2025-09-18,2025-09-26,2025-02-17,6,29,-1.5313,1.0,0.0,-8,True,-1.0,-0.9285714285714286,2.1839080459770117,1.9175824175824019,16,17,16.0,80,140.0,2.0,17.0
35N00735,35N00735,magenta,2025-09-18,2025-09-18,2025-09-26,2025-02-17,6,29,-1.5313,1.0,0.0,-8,True,-1.0,-0.9285714285714286,2.1839080459770117,1.9175824175824019,16,17,16.0,80,140.0,2.0,170.0
35N00735,35N00735,magenta,2025-09-18,2025-09-18,2025-09-26,2025-02-17,6,29,-1.5313,1.0,0.0,-8,True,-1.0,-0.9285714285714286,2.1839080459770117,1.9175824175824019,16,17,16.0,80,140.0,2.0,83.0
35N00735,35N00735,magenta,2025-10-05,2026-01-03,2026-01-11,2025-02-17,7,17,-0.7696,80.0,91.0,-8,False,-1.0,-0.9285714285714286,2.1839080459770117,1.9175824175824019,16,17,16.0,80,140.0,2.0,17.0
35N00735,35N00735,magenta,2025-10-05,2026-01-03,2026-01-11,2025-02-17,7,17,-0.7696,80.0,91.0,-8,False,-1.0,-0.9285714285714286,2.1839080459770117,1.9175824175824019,16,17,16.0,80,140.0,2.0,170.0
35N00735,35N00735,magenta,2025-10-05,2026-01-03,2026-01-11,2025-02-17,7,17,-0.7696,80.0,91.0,-8,False,-1.0,-0.9285714285714286,2.1839080459770117,1.9175824175824019,16,17,16.0,80,140.0,2.0,83.0
35N00735,35N00735,yellow,2023-09-08,,,2025-02-17,0,2,,0.0,,-11,False,-0.8571428571428571,-0.8571428571428571,-1.132183908045977,1.2087912087905885,109,108,109.0,32,140.0,2.0,14.0
35N00735,35N00735,yellow,2023-09-08,,,2025-02-17,0,2,,0.0,,-11,False,-0.8571428571428571,-0.8571428571428571,-1.132183908045977,1.2087912087905885,109,108,109.0,32,140.0,2.0,168.0
35N00735,35N00735,yellow,2023-09-08,,,2025-02-17,0,2,,0.0,,-11,False,-0.8571428571428571,-0.8571428571428571,-1.132183908045977,1.2087912087905885,109,108,109.0,32,140.0,2.0,85.0
35N00735,35N00735,yellow,2023-09-08,,,2025-02-17,0,2,,0.0,,-11,False,-0.8571428571428571,-0.8571428571428571,-1.132183908045977,1.2087912087905885,109,108,109.0,32,140.0,2.0,88.0
35N00735,35N00735,yellow,2023-09-08,,,2025-02-17,0,2,,0.0,,-11,False,-0.8571428571428571,-0.8571428571428571,-1.132183908045977,1.2087912087905885,109,108,109.0,32,140.0,2.0,80.0
35N00735,35N00735,yellow,2024-01-18,2024-01-18,2024-01-29,2025-02-17,1,44,-0.165,1.0,0.0,-11,False,-0.8571428571428571,-0.8571428571428571,-1.132183908045977,1.2087912087905885,109,108,109.0,32,140.0,2.0,14.0
35N00735,35N00735,yellow,2024-01-18,2024-01-18,2024-01-29,2025-02-17,1,44,-0.165,1.0,0.0,-11,False,-0.8571428571428571,-0.8571428571428571,-1.132183908045977,1.2087912087905885,109,108,109.0,32,140.0,2.0,168.0
35N00735,35N00735,yellow,2024-01-18,2024-01-18,2024-01-29,2025-02-17,1,44,-0.165,1.0,0.0,-11,False,-0.8571428571428571,-0.8571428571428571,-1.132183908045977,1.2087912087905885,109,108,109.0,32,140.0,2.0,85.0
35N00735,35N00735,yellow,2024-01-18,2024-01-18,2024-01-29,2025-02-17,1,44,-0.165,1.0,0.0,-11,False,-0.8571428571428571,-0.8571428571428571,-1.132183908045977,1.2087912087905885,109,108,109.0,32,140.0,2.0,88.0
35N00735,35N00735,yellow,2024-01-18,2024-01-18,2024-01-29,2025-02-17,1,44,-0.165,1.0,0.0,-11,False,-0.8571428571428571,-0.8571428571428571,-1.132183908045977,1.2087912087905885,109,108,109.0,32,140.0,2.0,80.0
35N00735,35N00735,yellow,2024-03-30,2024-04-04,2024-04-15,2025-02-17,2,30,-1.676,20.0,6.0,-11,False,-0.8571428571428571,-0.8571428571428571,-1.132183908045977,1.2087912087905885,109,108,109.0,32,140.0,2.0,14.0
35N00735,35N00735,yellow,2024-03-30,2024-04-04,2024-04-15,2025-02-17,2,30,-1.676,20.0,6.0,-11,False,-0.8571428571428571,-0.8571428571428571,-1.132183908045977,1.2087912087905885,109,108,109.0,32,140.0,2.0,168.0
35N00735,35N00735,yellow,2024-03-30,2024-04-04,2024-04-15,2025-02-17,2,30,-1.676,20.0,6.0,-11,False,-0.8571428571428571,-0.8571428571428571,-1.132183908045977,1.2087912087905885,109,108,109.0,32,140.0,2.0,85.0
35N00735,35N00735,yellow,2024-03-30,2024-04-04,2024-04-15,2025-02-17,2,30,-1.676,20.0,6.0,-11,False,-0.8571428571428571,-0.8571428571428571,-1.132183908045977,1.2087912087905885,109,108,109.0,32,140.0,2.0,88.0
35N00735,35N00735,yellow,2024-03-30,2024-04-04,2024-04-15,2025-02-17,2,30,-1.676,20.0,6.0,-11,False,-0.8571428571428571,-0.8571428571428571,-1.132183908045977,1.2087912087905885,109,108,109.0,32,140.0,2.0,80.0
35N00735,35N00735,yellow,2024-06-26,2024-06-26,2024-07-07,2025-02-17,3,31,-0.9137,1.0,0.0,-11,False,-0.8571428571428571,-0.8571428571428571,-1.132183908045977,1.2087912087905885,109,108,109.0,32,140.0,2.0,14.0
35N00735,35N00735,yellow,2024-06-26,2024-06-26,2024-07-07,2025-02-17,3,31,-0.9137,1.0,0.0,-11,False,-0.8571428571428571,-0.8571428571428571,-1.132183908045977,1.2087912087905885,109,108,109.0,32,140.0,2.0,168.0
35N00735,35N00735,yellow,2024-06-26,2024-06-26,2024-07-07,2025-02-17,3,31,-0.9137,1.0,0.0,-11,False,-0.8571428571428571,-0.8571428571428571,-1.132183908045977,1.2087912087905885,109,108,109.0,32,140.0,2.0,85.0
35N00735,35N00735,yellow,2024-06-26,2024-06-26,2024-07-07,2025-02-17,3,31,-0.9137,1.0,0.0,-11,False,-0.8571428571428571,-0.8571428571428571,-1.132183908045977,1.2087912087905885,109,108,109.0,32,140.0,2.0,88.0
35N00735,35N00735,yellow,2024-06-26,2024-06-26,2024-07-07,2025-02-17,3,31,-0.9137,1.0,0.0,-11,False,-0.8571428571428571,-0.8571428571428571,-1.132183908045977,1.2087912087905885,109,108,109.0,32,140.0,2.0,80.0
35N00735,35N00735,yellow,2024-10-28,2024-11-18,2024-11-29,2025-02-17,4,31,-0.5605,22.0,21.4,-11,False,-0.8571428571428571,-0.8571428571428571,-1.132183908045977,1.2087912087905885,109,108,109.0,32,140.0,2.0,14.0
35N00735,35N00735,yellow,2024-10-28,2024-11-18,2024-11-29,2025-02-17,4,31,-0.5605,22.0,21.4,-11,False,-0.8571428571428571,-0.8571428571428571,-1.132183908045977,1.2087912087905885,109,108,109.0,32,140.0,2.0,168.0
35N00735,35N00735,yellow,2024-10-28,2024-11-18,2024-11-29,2025-02-17,4,31,-0.5605,22.0,21.4,-11,False,-0.8571428571428571,-0.8571428571428571,-1.132183908045977,1.2087912087905885,109,108,109.0,32,140.0,2.0,85.0
35N00735,35N00735,yellow,2024-10-28,2024-11-18,2024-11-29,2025-02-17,4,31,-0.5605,22.0,21.4,-11,False,-0.8571428571428571,-0.8571428571428571,-1.132183908045977,1.2087912087905885,109,108,109.0,32,140.0,2.0,88.0
35N00735,35N00735,yellow,2024-10-28,2024-11-18,2024-11-29,2025-02-17,4,31,-0.5605,22.0,21.4,-11,False,-0.8571428571428571,-0.8571428571428571,-1.132183908045977,1.2087912087905885,109,108,109.0,32,140.0,2.0,80.0
35N00735,35N00735,yellow,2024-11-09,2024-11-10,2024-11-21,2025-02-17,5,45,-3.7957,16.0,1.6,-11,False,-0.8571428571428571,-0.8571428571428571,-1.132183908045977,1.2087912087905885,109,108,109.0,32,140.0,2.0,14.0
35N00735,35N00735,yellow,2024-11-09,2024-11-10,2024-11-21,2025-02-17,5,45,-3.7957,16.0,1.6,-11,False,-0.8571428571428571,-0.8571428571428571,-1.132183908045977,1.2087912087905885,109,108,109.0,32,140.0,2.0,168.0
35N00735,35N00735,yellow,2024-11-09,2024-11-10,2024-11-21,2025-02-17,5,45,-3.7957,16.0,1.6,-11,False,-0.8571428571428571,-0.8571428571428571,-1.132183908045977,1.2087912087905885,109,108,109.0,32,140.0,2.0,85.0
35N00735,35N00735,yellow,2024-11-09,2024-11-10,2024-11-21,2025-02-17,5,45,-3.7957,16.0,1.6,-11,False,-0.8571428571428571,-0.8571428571428571,-1.132183908045977,1.2087912087905885,109,108,109.0,32,140.0,2.0,88.0
35N00735,35N00735,yellow,2024-11-09,2024-11-10,2024-11-21,2025-02-17,5,45,-3.7957,16.0,1.6,-11,False,-0.8571428571428571,-0.8571428571428571,-1.132183908045977,1.2087912087905885,109,108,109.0,32,140.0,2.0,80.0
35N00735,35N00735,yellow,2025-03-19,,,2025-02-17,6,31,,43.0,,-11,False,-0.8571428571428571,-0.8571428571428571,-1.132183908045977,1.2087912087905885,109,108,109.0,32,140.0,2.0,14.0
35N00735,35N00735,yellow,2025-03-19,,,2025-02-17,6,31,,43.0,,-11,False,-0.8571428571428571,-0.8571428571428571,-1.132183908045977,1.2087912087905885,109,108,109.0,32,140.0,2.0,168.0
35N00735,35N00735,yellow,2025-03-19,,,2025-02-17,6,31,,43.0,,-11,False,-0.8571428571428571,-0.8571428571428571,-1.132183908045977,1.2087912087905885,109,108,109.0,32,140.0,2.0,85.0
35N00735,35N00735,yellow,2025-03-19,,,2025-02-17,6,31,,43.0,,-11,False,-0.8571428571428571,-0.8571428571428571,-1.132183908045977,1.2087912087905885,109,108,109.0,32,140.0,2.0,88.0
