date_reco;serial;client;contrat;type_livraison;client_code;modele_machine;marque;couleur;toner;ville;code_postal;jours_avant_rupture;date_rupture_estimee;priorite;commentaire
2026-02-19;XAUV013217;;CT003908;contrat_maintenance;;;;magenta;magenta;;;0;2026-02-16;1;Risque de rupture imminent
2026-02-19;XAUV013217;;CT003908;contrat_maintenance;;;;yellow;yellow;;;0;2026-02-15;1;Risque de rupture imminent
2026-02-19;XAUV013218;;CT003784;contrat_maintenance;;;;black;black;;;0;2026-02-12;1;Risque de rupture imminent
2026-02-19;XAUV013218;;CT003784;contrat_maintenance;;;;magenta;magenta;;;0;2026-02-17;1;Risque de rupture imminent
2026-02-19;XAUV014268;;CT003572;contrat_maintenance;;;;cyan;cyan;;;0;2026-02-18;1;Risque de rupture imminent
2026-02-19;XAUV014268;;CT003572;contrat_maintenance;;;;magenta;magenta;;;0;2026-02-19;1;Risque de rupture imminent
2026-02-19;XAUV014373;;CT003753;contrat_maintenance;;;;cyan;cyan;;;0;2026-02-18;1;Risque de rupture imminent
2026-02-19;XAUV014382;;;commande_simple;;;;cyan;cyan;;;0;2025-12-23;1;Risque de rupture imminent
2026-02-19;XAUV014382;;CT005068;contrat_maintenance;;;;cyan;cyan;;;0;2025-12-23;1;Risque de rupture imminent
2026-02-19;XAUV014382;;;commande_simple;;;;magenta;magenta;;;0;2026-01-19;1;Risque de rupture imminent
2026-02-19;XAUV014382;;CT005068;contrat_maintenance;;;;magenta;magenta;;;0;2026-01-19;1;Risque de rupture imminent
2026-02-19;XAUV014382;;;commande_simple;;;;yellow;yellow;;;0;2025-12-12;1;Risque de rupture imminent
2026-02-19;XAUV014382;;CT005068;contrat_maintenance;;;;yellow;yellow;;;0;2025-12-12;1;Risque de rupture imminent
2026-02-19;XAUV014673;;CT003867;contrat_maintenance;;;;magenta;magenta;;;0;2026-02-16;1;Risque de rupture imminent
2026-02-19;XAUV014674;;;commande_simple;;;;black;black;;;0;2026-01-30;1;Risque de rupture imminent
2026-02-19;XAUV014703;;;commande_simple;;;;cyan;cyan;;;0;2026-02-15;1;Risque de rupture imminent
2026-02-19;XAUV014713;;;commande_simple;;;;black;black;;;0;2026-02-18;1;Risque de rupture imminent
2026-02-19;XAUV014713;;CT003877;contrat_maintenance;;;;black;black;;;0;2026-02-18;1;Risque de rupture imminent
2026-02-19;XAUV015081;;;commande_simple;;;;black;black;;;0;2026-02-15;1;Risque de rupture imminent
2026-02-19;XAUV015126;;;commande_simple;;;;cyan;cyan;;;0;2026-02-15;1;Risque de rupture imminent
2026-02-19;XAUV015126;;;commande_simple;;;;yellow;yellow;;;0;2026-02-17;1;Risque de rupture imminent
2026-02-19;XAUV015203;;;commande_simple;;;;yellow;yellow;;;0;2026-02-19;1;Risque de rupture imminent
2026-02-19;XAUV015209;;;commande_simple;;;;black;black;;;0;2026-02-17;1;Risque de rupture imminent
2026-02-19;XAUV016239;;;commande_simple;;;;black;black;;;0;2026-02-16;1;Risque de rupture imminent
2026-02-19;XAUV016239;;;commande_simple;;;;cyan;cyan;;;0;2026-02-16;1;Risque de rupture imminent
2026-02-19;XAUV016373;;;commande_simple;;;;cyan;cyan;;;0;2026-02-12;1;Risque de rupture imminent
2026-02-19;XAUV016373;;;commande_simple;;;;magenta;magenta;;;0;2026-02-14;1;Risque de rupture imminent
2026-02-19;XAUV016638;;;commande_simple;;;;black;black;;;0;2026-02-18;1;Risque de rupture imminent
2026-02-19;XAUV016821;;;commande_simple;;;;black;black;;;0;2026-02-18;1;Risque de rupture imminent
2026-02-19;XAUV016821;;;commande_simple;;;;yellow;yellow;;;0;2026-02-18;1;Risque de rupture imminent
2026-02-19;XAUV018238;;;commande_simple;;;;black;black;;;0;2026-02-17;1;Risque de rupture imminent
2026-02-19;XAUV018238;;;commande_simple;;;;cyan;cyan;;;0;2026-02-17;1;Risque de rupture imminent
2026-02-19;XAUV018238;;;commande_simple;;;;magenta;magenta;;;0;2026-02-15;1;Risque de rupture imminent
2026-02-19;XAUV018238;;;commande_simple;;;;yellow;yellow;;;0;2026-02-16;1;Risque de rupture imminent
2026-02-19;XAUV018398;;;commande_simple;;;;black;black;;;0;2026-02-19;1;Risque de rupture imminent
2026-02-19;XAUV018398;;;commande_simple;;;;cyan;cyan;;;0;2026-02-19;1;Risque de rupture imminent
2026-02-19;XAUV018398;;;commande_simple;;;;magenta;magenta;;;0;2026-02-17;1;Risque de rupture imminent
2026-02-19;XAUV018398;;;commande_simple;;;;yellow;yellow;;;0;2026-02-16;1;Risque de rupture imminent
2026-02-19;XAUV018435;;;commande_simple;;;;cyan;cyan;;;0;2026-02-16;1;Risque de rupture imminent
2026-02-19;XAUV018435;;;commande_simple;;;;yellow;yellow;;;0;2026-02-17;1;Risque de rupture imminent
2026-02-19;XAUV018465;;;commande_simple;;;;black;black;;;0;2026-02-17;1;Risque de rupture imminent
2026-02-19;XAUV018480;;;commande_simple;;;;cyan;cyan;;;0;2026-02-16;1;Risque de rupture imminent
2026-02-19;XAUV018480;;;commande_simple;;;;magenta;magenta;;;0;2026-02-17;1;Risque de rupture imminent
2026-02-19;XAUV018480;;;commande_simple;;;;yellow;yellow;;;0;2026-02-19;1;Risque de rupture imminent
2026-02-19;XAUV018764;;;commande_simple;;;;black;black;;;0;2026-02-18;1;Risque de rupture imminent
2026-02-19;XAUV019071;;;commande_simple;;;;black;black;;;0;2026-02-17;1;Risque de rupture imminent
2026-02-19;XAUV019071;;;commande_simple;;;;magenta;magenta;;;0;2026-02-14;1;Risque de rupture imminent
2026-02-19;XAUV019071;;;commande_simple;;;;yellow;yellow;;;0;2026-02-13;1;Risque de rupture imminent
2026-02-19;XAUV019196;;;commande_simple;;;;cyan;cyan;;;0;2026-02-18;1;Risque de rupture imminent
2026-02-19;XAV6000015;;;commande_simple;;;;cyan;cyan;;;0;2026-01-06;1;Risque de rupture imminent
2026-02-19;XAV6000015;;CT002681;contrat_maintenance;;;;cyan;cyan;;;0;2026-01-06;1;Risque de rupture imminent
2026-02-19;XAV6000015;;;commande_simple;;;;magenta;magenta;;;0;2026-02-09;1;Risque de rupture imminent
2026-02-19;XAV6000015;;CT002681;contrat_maintenance;;;;magenta;magenta;;;0;2026-02-09;1;Risque de rupture imminent
2026-02-19;XAV6000015;;;commande_simple;;;;yellow;yellow;;;0;2026-01-12;1;Risque de rupture imminent
2026-02-19;XAV6000015;;CT002681;contrat_maintenance;;;;yellow;yellow;;;0;2026-01-12;1;Risque de rupture imminent
2026-02-19;XAV6000682;;;commande_simple;;;;cyan;cyan;;;0;2026-02-18;1;Risque de rupture imminent
2026-02-19;XAV6000682;;CT004260;contrat_maintenance;;;;cyan;cyan;;;0;2026-02-18;1;Risque de rupture imminent
2026-02-19;XAV6003000;;;commande_simple;;;;cyan;cyan;;;0;2026-02-14;1;Risque de rupture imminent
2026-02-19;XAV6003000;;CT004117;contrat_maintenance;;;;cyan;cyan;;;0;2026-02-14;1;Risque de rupture imminent
2026-02-19;XAV6003000;;;commande_simple;;;;magenta;magenta;;;0;2026-02-12;1;Risque de rupture imminent
2026-02-19;XAV6003000;;CT004117;contrat_maintenance;;;;magenta;magenta;;;0;2026-02-12;1;Risque de rupture imminent
2026-02-19;XAV6003000;;;commande_simple;;;;yellow;yellow;;;0;2026-02-13;1;Risque de rupture imminent
2026-02-19;XAV6003000;;CT004117;contrat_maintenance;;;;yellow;yellow;;;0;2026-02-13;1;Risque de rupture imminent
2026-02-19;XAV6003011;;;commande_simple;;;;magenta;magenta;;;0;2026-02-19;1;Risque de rupture imminent
2026-02-19;XAV6003011;;CT003584;contrat_maintenance;;;;magenta;magenta;;;0;2026-02-19;1;Risque de rupture imminent
2026-02-19;XAV6003016;;;commande_simple;;;;cyan;cyan;;;0;2026-02-13;1;Risque de rupture imminent
2026-02-19;XAV6003016;;CT004106;contrat_maintenance;;;;cyan;cyan;;;0;2026-02-13;1;Risque de rupture imminent
2026-02-19;XAV6003016;;;commande_simple;;;;magenta;magenta;;;0;2026-02-07;1;Risque de rupture imminent
2026-02-19;XAV6003016;;CT004106;contrat_maintenance;;;;magenta;magenta;;;0;2026-02-07;1;Risque de rupture imminent
2026-02-19;XAV6003016;;;commande_simple;;;;yellow;yellow;;;0;2026-02-09;1;Risque de rupture imminent
2026-02-19;XAV6003016;;CT004106;contrat_maintenance;;;;yellow;yellow;;;0;2026-02-09;1;Risque de rupture imminent
2026-02-19;XAV6003038;;;commande_simple;;;;cyan;cyan;;;0;2026-02-13;1;Risque de rupture imminent
2026-02-19;XAV6003038;;CT004108;contrat_maintenance;;;;cyan;cyan;;;0;2026-02-13;1;Risque de rupture imminent
2026-02-19;XAV6003220;;;commande_simple;;;;magenta;magenta;;;0;2026-02-17;1;Risque de rupture imminent
2026-02-19;XAV6003220;;CT004123;contrat_maintenance;;;;magenta;magenta;;;0;2026-02-17;1;Risque de rupture imminent
2026-02-19;XAV6003543;;;commande_simple;;;;yellow;yellow;;;0;2026-02-16;1;Risque de rupture imminent
2026-02-19;XAV6003543;;CT003490;contrat_maintenance;;;;yellow;yellow;;;0;2026-02-16;1;Risque de rupture imminent
2026-02-19;XAVG000133;;;commande_simple;;;;black;black;;;0;2025-03-29;1;Risque de rupture imminent
2026-02-19;XAVG000133;;;commande_simple;;;;cyan;cyan;;;0;2025-01-24;1;Risque de rupture imminent
2026-02-19;XAVG000133;;;commande_simple;;;;magenta;magenta;;;0;2025-03-03;1;Risque de rupture imminent
2026-02-19;XAVG000133;;;commande_simple;;;;yellow;yellow;;;0;2025-02-13;1;Risque de rupture imminent
2026-02-19;XAVG000919;;;commande_simple;;;;magenta;magenta;;;0;2026-01-18;1;Risque de rupture imminent
2026-02-19;XAVG000919;;CT004115;contrat_maintenance;;;;magenta;magenta;;;0;2026-01-18;1;Risque de rupture imminent
2026-02-19;XAVG000919;;;commande_simple;;;;yellow;yellow;;;0;2026-02-15;1;Risque de rupture imminent
2026-02-19;XAVG000919;;CT004115;contrat_maintenance;;;;yellow;yellow;;;0;2026-02-15;1;Risque de rupture imminent
2026-02-19;XAVG000929;;CT004095;contrat_maintenance;;;;cyan;cyan;;;0;2026-02-16;1;Risque de rupture imminent
2026-02-19;XAVG000929;;CT004095;contrat_maintenance;;;;magenta;magenta;;;0;2026-02-13;1;Risque de rupture imminent
2026-02-19;XAVG000946;;CT004099;contrat_maintenance;;;;black;black;;;0;2026-02-01;1;Risque de rupture imminent
2026-02-19;XAVG000946;;CT004099;contrat_maintenance;;;;yellow;yellow;;;0;2026-01-26;1;Risque de rupture imminent
2026-02-19;XBRT006948;;;commande_simple;;;;black;black;;;0;2026-02-14;1;Risque de rupture imminent
2026-02-19;XCUX039818;;CT005254;contrat_maintenance;;;;black;black;;;0;2026-02-16;1;Risque de rupture imminent
2026-02-19;XCUX039818;;CT005254;contrat_maintenance;;;;magenta;magenta;;;0;2026-02-15;1;Risque de rupture imminent
2026-02-19;XAUV000313;;;commande_simple;;;;cyan;cyan;;;1;2026-02-20;1;Risque de rupture imminent
2026-02-19;XAUV000313;;CT002715;contrat_maintenance;;;;cyan;cyan;;;1;2026-02-20;1;Risque de rupture imminent
2026-02-19;XAUV002199;;CT002958;contrat_maintenance;;;;black;black;;;1;2026-02-20;1;Risque de rupture imminent
2026-02-19;XAUV005416;;;commande_simple;;;;black;black;;;1;2026-02-20;1;Risque de rupture imminent
2026-02-19;XAUV005416;;CT003040;contrat_maintenance;;;;black;black;;;1;2026-02-20;1;Risque de rupture imminent
2026-02-19;XAUV007614;;CT003155;contrat_maintenance;;;;black;black;;;1;2026-02-20;1;Risque de rupture imminent
2026-02-19;XAUV013874;;CT003766;contrat_maintenance;;;;black;black;;;1;2026-02-20;1;Risque de rupture imminent
2026-02-19;XAUV014432;;CT004149;contrat_maintenance;;;;yellow;yellow;;;1;2026-02-20;1;Risque de rupture imminent
2026-02-19;XAUV014673;;CT003867;contrat_maintenance;;;;cyan;cyan;;;1;2026-02-20;1;Risque de rupture imminent
2026-02-19;XAUV014814;;;commande_simple;;;;black;black;;;1;2026-02-20;1;Risque de rupture imminent
2026-02-19;XAUV015266;;CT003819;contrat_maintenance;;;;black;black;;;1;2026-02-20;1;Risque de rupture imminent
2026-02-19;XAUV018240;;;commande_simple;;;;black;black;;;1;2026-02-20;1;Risque de rupture imminent
2026-02-19;XAV6003363;;;commande_simple;;;;black;black;;;1;2026-02-20;1;Risque de rupture imminent
2026-02-19;XAV6003363;;CT004126;contrat_maintenance;;;;black;black;;;1;2026-02-20;1;Risque de rupture imminent
2026-02-19;XAVG000062;;;commande_simple;;;;cyan;cyan;;;1;2026-02-20;1;Risque de rupture imminent
2026-02-19;XAVG000062;;CT001367;contrat_maintenance;;;;cyan;cyan;;;1;2026-02-20;1;Risque de rupture imminent
2026-02-19;XAVG000062;;CT004092;contrat_maintenance;;;;cyan;cyan;;;1;2026-02-20;1;Risque de rupture imminent
2026-02-19;3050911437;;STCT000942;contrat_maintenance;;;;cyan;cyan;;;2;2026-02-21;1;Risque de rupture imminent
2026-02-19;3MV01311;;CT002839;contrat_maintenance;;;;cyan;cyan;;;2;2026-02-21;1;Risque de rupture imminent
2026-02-19;5334212728;;STCT000761;contrat_maintenance;;;;magenta;magenta;;;2;2026-02-21;1;Risque de rupture imminent
2026-02-19;X3BL116986;;;commande_simple;;;;black;black;;;2;2026-02-21;1;Risque de rupture imminent
2026-02-19;X3BL116986;;CT003124;contrat_maintenance;;;;black;black;;;2;2026-02-21;1;Risque de rupture imminent
2026-02-19;X576135853;;CT003277;contrat_maintenance;;;;cyan;cyan;;;2;2026-02-21;1;Risque de rupture imminent
2026-02-19;X576152667;;CT004353;contrat_maintenance;;;;magenta;magenta;;;2;2026-02-21;1;Risque de rupture imminent
2026-02-19;XAUV005447;;CT003065;contrat_maintenance;;;;yellow;yellow;;;2;2026-02-21;1;Risque de rupture imminent
2026-02-19;XAUV013062;;CT003768;contrat_maintenance;;;;black;black;;;2;2026-02-21;1;Risque de rupture imminent
2026-02-19;XAUV014560;;;commande_simple;;;;black;black;;;2;2026-02-21;1;Risque de rupture imminent
2026-02-19;XAUV014560;;CT003837;contrat_maintenance;;;;black;black;;;2;2026-02-21;1;Risque de rupture imminent
2026-02-19;35N00727;;CT002843;contrat_maintenance;;;;yellow;yellow;;;3;2026-02-22;1;Risque de rupture imminent
2026-02-19;3743004808;;STCT000853;contrat_maintenance;;;;magenta;magenta;;;3;2026-02-22;1;Risque de rupture imminent
2026-02-19;XAUV015003;;;commande_simple;;;;yellow;yellow;;;3;2026-02-22;1;Risque de rupture imminent
2026-02-19;XAV6000668;;CT003010;contrat_maintenance;;;;cyan;cyan;;;3;2026-02-22;1;Risque de rupture imminent
2026-02-19;XAV6000668;;CT004226;contrat_maintenance;;;;cyan;cyan;;;3;2026-02-22;1;Risque de rupture imminent
2026-02-19;XAV6002988;;;commande_simple;;;;cyan;cyan;;;3;2026-02-22;1;Risque de rupture imminent
2026-02-19;XAV6002988;;CT004114;contrat_maintenance;;;;cyan;cyan;;;3;2026-02-22;1;Risque de rupture imminent
2026-02-19;3050311898;;STCT000267;contrat_maintenance;;;;yellow;yellow;;;4;2026-02-23;2;A planifier rapidement
2026-02-19;3050901407;;STCT001016;contrat_maintenance;;;;black;black;;;4;2026-02-23;2;A planifier rapidement
2026-02-19;3MV01043;;;commande_simple;;;;black;black;;;4;2026-02-23;2;A planifier rapidement
2026-02-19;3MV01043;;CT002837;contrat_maintenance;;;;black;black;;;4;2026-02-23;2;A planifier rapidement
2026-02-19;X576062423;;CT002483;contrat_maintenance;;;;black;black;;;4;2026-02-23;2;A planifier rapidement
2026-02-19;X576152365;;;commande_simple;;;;magenta;magenta;;;4;2026-02-23;2;A planifier rapidement
2026-02-19;XAUV000031;;CT002797;contrat_maintenance;;;;cyan;cyan;;;4;2026-02-23;2;A planifier rapidement
2026-02-19;XAUV013040;;CT004615;contrat_maintenance;;;;yellow;yellow;;;4;2026-02-23;2;A planifier rapidement
2026-02-19;XAUV013040;;CT003775;contrat_maintenance;;;;yellow;yellow;;;4;2026-02-23;2;A planifier rapidement
2026-02-19;XAUV013074;;;commande_simple;;;;magenta;magenta;;;4;2026-02-23;2;A planifier rapidement
2026-02-19;XAUV014295;;;commande_simple;;;;black;black;;;4;2026-02-23;2;A planifier rapidement
2026-02-19;XAUV014373;;CT003753;contrat_maintenance;;;;black;black;;;4;2026-02-23;2;A planifier rapidement
2026-02-19;XAUV014991;;;commande_simple;;;;yellow;yellow;;;4;2026-02-23;2;A planifier rapidement
2026-02-19;XAV6003038;;;commande_simple;;;;magenta;magenta;;;4;2026-02-23;2;A planifier rapidement
2026-02-19;XAV6003038;;CT004108;contrat_maintenance;;;;magenta;magenta;;;4;2026-02-23;2;A planifier rapidement
2026-02-19;XAV6003220;;;commande_simple;;;;yellow;yellow;;;4;2026-02-23;2;A planifier rapidement
2026-02-19;XAV6003220;;CT004123;contrat_maintenance;;;;yellow;yellow;;;4;2026-02-23;2;A planifier rapidement
2026-02-19;35N00735;;CT002846;contrat_maintenance;;;;cyan;cyan;;;5;2026-02-24;2;A planifier rapidement
2026-02-19;3774417957;;STCT000641;contrat_maintenance;;;;yellow;yellow;;;5;2026-02-24;2;A planifier rapidement
2026-02-19;3916893875;;CT001242;contrat_maintenance;;;;yellow;yellow;;;5;2026-02-24;2;A planifier rapidement
2026-02-19;3MV01332;;CT002834;contrat_maintenance;;;;black;black;;;5;2026-02-24;2;A planifier rapidement
2026-02-19;5334212329;;STCT000742;contrat_maintenance;;;;cyan;cyan;;;5;2026-02-24;2;A planifier rapidement
2026-02-19;X576135855;;CT003087;contrat_maintenance;;;;yellow;yellow;;;5;2026-02-24;2;A planifier rapidement
2026-02-19;X577000865;;CT002928;contrat_maintenance;;;;cyan;cyan;;;5;2026-02-24;2;A planifier rapidement
2026-02-19;XAUV000013;;;commande_simple;;;;magenta;magenta;;;5;2026-02-24;2;A planifier rapidement
2026-02-19;XAUV000013;;CT002708;contrat_maintenance;;;;magenta;magenta;;;5;2026-02-24;2;A planifier rapidement
2026-02-19;XAUV000013;;CT004191;contrat_maintenance;;;;magenta;magenta;;;5;2026-02-24;2;A planifier rapidement
2026-02-19;XAUV004636;;;commande_simple;;;;black;black;;;5;2026-02-24;2;A planifier rapidement
2026-02-19;XAUV004636;;CT003190;contrat_maintenance;;;;black;black;;;5;2026-02-24;2;A planifier rapidement
2026-02-19;XAUV005424;;CT003059;contrat_maintenance;;;;cyan;cyan;;;5;2026-02-24;2;A planifier rapidement
2026-02-19;XAUV006361;;;commande_simple;;;;yellow;yellow;;;5;2026-02-24;2;A planifier rapidement
2026-02-19;XAUV006361;;CT003721;contrat_maintenance;;;;yellow;yellow;;;5;2026-02-24;2;A planifier rapidement
2026-02-19;5334212329;;STCT000742;contrat_maintenance;;;;yellow;yellow;;;6;2026-02-25;2;A planifier rapidement
2026-02-19;X576135745;;;commande_simple;;;;cyan;cyan;;;6;2026-02-25;2;A planifier rapidement
2026-02-19;X576135745;;CT003343;contrat_maintenance;;;;cyan;cyan;;;6;2026-02-25;2;A planifier rapidement
2026-02-19;XAUV005434;;CT003060;contrat_maintenance;;;;black;black;;;6;2026-02-25;2;A planifier rapidement
2026-02-19;XAUV014211;;;commande_simple;;;;black;black;;;6;2026-02-25;2;A planifier rapidement
2026-02-19;XAUV014960;;;commande_simple;;;;black;black;;;6;2026-02-25;2;A planifier rapidement
2026-02-19;3742997889;;STCT000721;contrat_maintenance;;;;cyan;cyan;;;7;2026-02-26;2;A planifier rapidement
2026-02-19;3MV01043;;;commande_simple;;;;magenta;magenta;;;7;2026-02-26;2;A planifier rapidement
2026-02-19;3MV01043;;CT002837;contrat_maintenance;;;;magenta;magenta;;;7;2026-02-26;2;A planifier rapidement
2026-02-19;X3CG106669;;CT002769;contrat_maintenance;;;;black;black;;;7;2026-02-26;2;A planifier rapidement
2026-02-19;X74R004646;;;commande_simple;;;;magenta;magenta;;;7;2026-02-26;2;A planifier rapidement
2026-02-19;X74R004646;;CT002599;contrat_maintenance;;;;magenta;magenta;;;7;2026-02-26;2;A planifier rapidement
2026-02-19;X74R004646;;CT004220;contrat_maintenance;;;;magenta;magenta;;;7;2026-02-26;2;A planifier rapidement
2026-02-19;X74R005482;;CT004128;contrat_maintenance;;;;magenta;magenta;;;7;2026-02-26;2;A planifier rapidement
2026-02-19;XAUV014844;;CT003586;contrat_maintenance;;;;black;black;;;7;2026-02-26;2;A planifier rapidement
2026-02-19;XAUV014991;;;commande_simple;;;;cyan;cyan;;;7;2026-02-26;2;A planifier rapidement
2026-02-19;XAUV015203;;;commande_simple;;;;cyan;cyan;;;7;2026-02-26;2;A planifier rapidement
2026-02-19;XAUV018817;;;commande_simple;;;;black;black;;;7;2026-02-26;2;A planifier rapidement
2026-02-19;35N00738;;CT002844;contrat_maintenance;;;;cyan;cyan;;;8;2026-02-27;3;Peut être regroupé avec d'autres envois
2026-02-19;3742944688;;STCT000477;contrat_maintenance;;;;magenta;magenta;;;8;2026-02-27;3;Peut être regroupé avec d'autres envois
2026-02-19;3742947571;;STCT000474;contrat_maintenance;;;;cyan;cyan;;;8;2026-02-27;3;Peut être regroupé avec d'autres envois
2026-02-19;3MV01043;;;commande_simple;;;;yellow;yellow;;;8;2026-02-27;3;Peut être regroupé avec d'autres envois
2026-02-19;3MV01043;;CT002837;contrat_maintenance;;;;yellow;yellow;;;8;2026-02-27;3;Peut être regroupé avec d'autres envois
2026-02-19;XAUV011796;;;commande_simple;;;;cyan;cyan;;;8;2026-02-27;3;Peut être regroupé avec d'autres envois
2026-02-19;XAUV011796;;CT004165;contrat_maintenance;;;;cyan;cyan;;;8;2026-02-27;3;Peut être regroupé avec d'autres envois
2026-02-19;XAUV015562;;;commande_simple;;;;cyan;cyan;;;8;2026-02-27;3;Peut être regroupé avec d'autres envois
2026-02-19;3393046243;;STCT000193;contrat_maintenance;;;;black;black;;;9;2026-02-28;3;Peut être regroupé avec d'autres envois
2026-02-19;35N00738;;CT002844;contrat_maintenance;;;;black;black;;;9;2026-02-28;3;Peut être regroupé avec d'autres envois
2026-02-19;X3BL124862;;CT003127;contrat_maintenance;;;;black;black;;;9;2026-02-28;3;Peut être regroupé avec d'autres envois
2026-02-19;XAUV000804;;;commande_simple;;;;black;black;;;9;2026-02-28;3;Peut être regroupé avec d'autres envois
2026-02-19;XAUV000804;;CT002885;contrat_maintenance;;;;black;black;;;9;2026-02-28;3;Peut être regroupé avec d'autres envois
2026-02-19;XAUV006255;;;commande_simple;;;;black;black;;;9;2026-02-28;3;Peut être regroupé avec d'autres envois
2026-02-19;XAUV006255;;CT003436;contrat_maintenance;;;;black;black;;;9;2026-02-28;3;Peut être regroupé avec d'autres envois
2026-02-19;XAUV006444;;CT003072;contrat_maintenance;;;;cyan;cyan;;;9;2026-02-28;3;Peut être regroupé avec d'autres envois
2026-02-19;XAUV013217;;CT003908;contrat_maintenance;;;;cyan;cyan;;;9;2026-02-28;3;Peut être regroupé avec d'autres envois
2026-02-19;XAUV014180;;;commande_simple;;;;black;black;;;9;2026-02-28;3;Peut être regroupé avec d'autres envois
2026-02-19;XAUV015203;;;commande_simple;;;;magenta;magenta;;;9;2026-02-28;3;Peut être regroupé avec d'autres envois
2026-02-19;XAUV016335;;;commande_simple;;;;black;black;;;9;2026-02-28;3;Peut être regroupé avec d'autres envois
2026-02-19;XAUV018764;;;commande_simple;;;;yellow;yellow;;;9;2026-02-28;3;Peut être regroupé avec d'autres envois
2026-02-19;XAUV019071;;;commande_simple;;;;cyan;cyan;;;9;2026-02-28;3;Peut être regroupé avec d'autres envois
2026-02-19;3942053508;;STCT000355;contrat_maintenance;;;;magenta;magenta;;;10;2026-03-01;3;Peut être regroupé avec d'autres envois
2026-02-19;XAUV005854;;CT003551;contrat_maintenance;;;;magenta;magenta;;;10;2026-03-01;3;Peut être regroupé avec d'autres envois
2026-02-19;XAUV013215;;;commande_simple;;;;black;black;;;10;2026-03-01;3;Peut être regroupé avec d'autres envois
2026-02-19;XAUV013215;;CT003783;contrat_maintenance;;;;black;black;;;10;2026-03-01;3;Peut être regroupé avec d'autres envois
2026-02-19;XAUV015562;;;commande_simple;;;;yellow;yellow;;;10;2026-03-01;3;Peut être regroupé avec d'autres envois
2026-02-19;XAUV018435;;;commande_simple;;;;magenta;magenta;;;10;2026-03-01;3;Peut être regroupé avec d'autres envois
2026-02-19;XAV6000016;;;commande_simple;;;;magenta;magenta;;;10;2026-03-01;3;Peut être regroupé avec d'autres envois
2026-02-19;XAV6000016;;CT003045;contrat_maintenance;;;;magenta;magenta;;;10;2026-03-01;3;Peut être regroupé avec d'autres envois
2026-02-19;XAV6000016;;CT004297;contrat_maintenance;;;;magenta;magenta;;;10;2026-03-01;3;Peut être regroupé avec d'autres envois
2026-02-19;XAV6000016;;CT004217;contrat_maintenance;;;;magenta;magenta;;;10;2026-03-01;3;Peut être regroupé avec d'autres envois
2026-02-19;XAVG000932;;CT004103;contrat_maintenance;;;;yellow;yellow;;;10;2026-03-01;3;Peut être regroupé avec d'autres envois
2026-02-19;XAVG000932;;CT004764;contrat_maintenance;;;;yellow;yellow;;;10;2026-03-01;3;Peut être regroupé avec d'autres envois
