serial,color,level_now_pct,days_left_est,stockout_date,relation_type,sku,qty,priority,action
$XAV6003000$,black,3.0,0.0,2025-11-29,contrat_adex,,1,HIGH,CREATE_ORDER
$XAV6003039$,black,1.0,0.0,2025-11-29,contrat_adex,,1,HIGH,CREATE_ORDER
$XAV6003361$,black,1.0,0.0,2025-11-29,contrat_adex,,1,HIGH,CREATE_ORDER
$XAVG000062$,magenta,8.0,0.0,2025-11-29,contrat_adex,,1,HIGH,CREATE_ORDER
$XAVG000149$,magenta,7.0,0.0,2025-11-29,contrat_adex,,1,HIGH,CREATE_ORDER
$XAVG000931$,cyan,1.0,0.0,2025-11-29,contrat_adex,,1,HIGH,CREATE_ORDER
$XAVG001666$,magenta,1.0,0.0,2025-11-29,contrat_adex,,1,HIGH,CREATE_ORDER
$XBRT001472$,cyan,7.0,0.0,2025-11-29,contrat_adex,,1,HIGH,CREATE_ORDER
$XBRT002650$,black,10.0,0.0,2025-11-29,contrat_adex,,1,HIGH,CREATE_ORDER
$XBRT002650$,cyan,1.0,0.0,2025-11-29,contrat_adex,,1,HIGH,CREATE_ORDER
$XBRT002650$,magenta,1.0,0.0,2025-11-29,contrat_adex,,1,HIGH,CREATE_ORDER
$XBRT002652$,black,1.0,0.0,2025-11-29,contrat_adex,,1,HIGH,CREATE_ORDER
$XBS5000186$,cyan,7.0,0.0,2025-11-29,contrat_adex,,1,HIGH,CREATE_ORDER
$XBS5000186$,magenta,1.0,0.0,2025-11-29,contrat_adex,,1,HIGH,CREATE_ORDER
$XC76011146$,black,3.0,0.0,2025-11-29,contrat_adex,,1,HIGH,CREATE_ORDER
$XC76015131$,black,1.0,0.0,2025-11-29,contrat_adex,,1,HIGH,CREATE_ORDER
$XC7H008490$,black,7.0,0.0,2025-11-29,contrat_adex,,1,HIGH,CREATE_ORDER
$35N00736$,cyan,17.0,0.9,2025-11-30,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV013215$,cyan,11.0,2.1,2025-12-01,contrat_adex,,1,HIGH,CREATE_ORDER
$XAV6003337$,black,11.0,2.2,2025-12-01,contrat_adex,,1,HIGH,CREATE_ORDER
$X576097475$,black,12.0,3.3,2025-12-02,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV014837$,black,12.0,4.2,2025-12-02,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV000804$,cyan,13.0,3.8,2025-12-03,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV007786$,cyan,14.0,4.9,2025-12-04,contrat_adex,,1,HIGH,CREATE_ORDER
$XBS5000186$,black,33.0,5.6,2025-12-05,contrat_adex,,1,HIGH,CREATE_ORDER
$X576136424$,black,12.0,7.6,2025-12-07,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV015148$,cyan,11.0,8.9,2025-12-08,contrat_adex,,1,HIGH,CREATE_ORDER
